OBJECTID,HSISID,SCORE,DATE_,DESCRIPTION,TYPE,INSPECTOR,PERMITID,NAME,RESTAURANTOPENDATE,CITY,FACILITYTYPE
25104763,04092440015,97,2021-08-04T04:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,8680,NA,NA,NA,NA
25105984,04092011048,99.5,2021-08-04T04:00:00Z,NA,Inspection,Loc Nguyen,21616,NY Pizza,1992/05/01 04:00:00+00,CARY,Restaurant
25106345,04092011321,94,2021-08-04T04:00:00Z,NA,Inspection,Angela Myers,3475,AMF South Hills Snack Bar,1993/07/30 04:00:00+00,CARY,Restaurant
25111422,04092013256,94,2021-08-04T04:00:00Z,"DISCUSSION: Ice machine water supply line does not appear to have an approved backflow preventer. The plumbing system must be protected from backflow of a solid, liquid or gas contaminant at each point of use on food service equipment by installing an approved backflow prevention device (dual check valve) on water supply line (Section 5-203.14 from the NC Food Code Manual). Provide approved backflow preventer on ice machine water supply line if it doesn't have one.",Inspection,Lucy Schrum,8339,Mack's Mart,2000/12/19 05:00:00+00,KNIGHTDALE,Restaurant
25113215,04092021148,93,2021-08-04T04:00:00Z,NA,Inspection,Elizabeth Jackson,8945,Papa John's,2002/09/25 04:00:00+00,APEX,Food Stand
25121598,04092018206,99.5,2021-08-04T04:00:00Z,NA,Inspection,Loc Nguyen,10719,Ko-An,2019/10/23 04:00:00+00,CARY,Restaurant
25129856,04092018618,91,2021-08-04T04:00:00Z,No PIC signature today due to COVID-19 precautions. Inspection report is emailed to PIC.,Inspection,Joanne Rutkofske,19222,Hibachi & Co.,2021/05/04 04:00:00+00,RALEIGH,Restaurant
25133715,04092021976,95,2021-08-04T04:00:00Z,NA,Inspection,Maria Powell,21378,SMOOTHIE KING #1376,2016/08/26 04:00:00+00,RALEIGH,Food Stand
25137897,04092016203,97,2021-08-04T04:00:00Z,Inspection led by Kendra Wiggins,Re-Inspection,Ginger Johnson,19002,NEW RAINBOW GARDEN,2012/06/08 04:00:00+00,ROLESVILLE,Restaurant
25092775,04092018672,94.5,2021-08-05T04:00:00Z,Inspection led by Nikia Lawrence.,Inspection,Lisa McCoy,20935,Burger King #10775,2021/07/02 04:00:00+00,ZEBULON,Restaurant
25104228,04092010775,99,2021-08-05T04:00:00Z,No signature required due to COVID-19,Inspection,Jamie Phelps,14665,Upper Deck,1991/05/06 04:00:00+00,CARY,Restaurant
25105308,04092440050,92,2021-08-05T04:00:00Z,Replace broken toilet tissue dispensers in bathroom stalls in boys bathroom #601D and in girls bathroom #109B. Potentially harmful chemical products including aerosol spray cans were left in areas accessible to students in classroom #605 and in the art class room #400. Chemical products and aerosol spray cans should be stored in areas only accessible to staff including closed or locked cabinets and closets. Classroom supplies were stored in class bathroom #607A. Class bathrooms are not clean storage locations. The class items stored in this restroom could become a means of transfer for disease pathogens including norovirus and stomach flu. There is also a safety concern that these heavy objects might fall on students using this bathroom. Please remove. Replace missing ceiling light shield cover in classroom #603. Repair loose vent grate on door to restroom in classroom #510.,Inspection,Jason Dunn,9355,NA,NA,NA,NA
25109717,04092016820,98.5,2021-08-05T04:00:00Z,NA,Inspection,Ginger Johnson,9366,DOHERTY'S IRISH PUB & RESTAURANT,2014/11/17 05:00:00+00,APEX,Restaurant
25111046,04092300165,99.5,2021-08-05T04:00:00Z,"Report e-mailed to PIC
Inspector info: Dipatrimarki Farkas; dipatrimarki.farkas@wakegov.com; (919) 210-8155",Inspection,Dipatrimarki Farkas,4838,Food Lion #1491 Meat Market,2000/07/01 04:00:00+00,RALEIGH,Meat Market
25112821,04092013636,91.5,2021-08-05T04:00:00Z,No PIC signature today due to COVID-19 precautions. Inspection report is emailed to PIC.,Inspection,Joanne Rutkofske,18406,Armadillo Grill,2002/07/16 04:00:00+00,RALEIGH,Restaurant
25117282,04092013631,91,2021-08-05T04:00:00Z,"Report e-mailed to PIC
Inspector info: Dipatrimarki Farkas; dipatrimarki.farkas@wakegov.com; (919) 210-8155",Inspection,Dipatrimarki Farkas,12825,Wang's Kitchen,2002/07/23 04:00:00+00,RALEIGH,Restaurant
25126004,04092018271,99,2021-08-05T04:00:00Z,"*Inspector Info: Patricia Sabby/Patricia.Sabby@wakegov.com/919-796-8053*
As a COVID-19 prevention, PIC signature was not captured. PIC received inspection via email.",Inspection,Patricia Sabby,20603,Marco's Pizza 8533,2019/12/10 05:00:00+00,RALEIGH,Restaurant
25127182,04092017529,97.5,2021-08-05T04:00:00Z,NA,Inspection,Naterra McQueen,15048,MCDONALDS #30839,2017/03/02 05:00:00+00,RALEIGH,Restaurant
25129835,04092018667,94,2021-08-05T04:00:00Z,"Lauren Harden 919-500-0943
August 13, 2021 verification due for soda machine air gap
Follow-Up: 08/13/2021",Inspection,Lauren Harden,16356,Burger King #3768,2021/06/30 04:00:00+00,RALEIGH,Restaurant
25129946,04092016534,93,2021-08-05T04:00:00Z,No PIC signature today due to COVID-19 precautions. Inspection report is emailed to PIC.,Inspection,Joanne Rutkofske,10299,PLATES,2013/10/25 04:00:00+00,RALEIGH,Restaurant
25133016,04092021811,99,2021-08-05T04:00:00Z,NA,Inspection,Sarah Thompson,16279,LOWES FOODS #162 PRODUCE,2014/09/25 04:00:00+00,CARY,Food Stand
25133665,04092440447,90.5,2021-08-05T04:00:00Z,"4.2408; in the girls 204 restroom the toilet seat cover in the last stall is missing. Repair/replace. Toilet fixtures shall be in good repair.
5.2409; No paper towels provided in the following areas: room 102H, boys 304, girls 306, room 2322, room 2317, room 2311, room 2222, room 2220, and unit M3. No paper towels or soap available in room 203A. No hand soap available in room 308. School not in session at time of inspection. Soap and towels shall be provided at all handwashing sinks.
7.2411; Storage items stored directly on the floor in the following areas: under both stairwells, in art room 122 closet, the music room closet, room 2316, and in bathrooms 305A and 310. All storage shall be at least 15 inches above the floor. Storage shall also be arranged to facilitate cleaning. Remove all storage items from class bathrooms and from under stairwells. Move storage items above the floor (15 inches) in storage closets mentioned above.
11.2415; Drain flies present in room 203 and in the boys 206 bathroom. In the outdoor play area tires are stored in the ground as play equipment. There shall be no fly or mosquito breeding areas or undrained areas.",Inspection,Elizabeth Jackson,18683,NA,NA,NA,NA
25136518,04092021980,98,2021-08-05T04:00:00Z,NA,Inspection,Loc Nguyen,16958,Circle K #2720816,2016/09/30 04:00:00+00,CARY,Food Stand
25138808,04092021455,99,2021-08-05T04:00:00Z,NA,Inspection,Sarah Thompson,20388,Lifetime Fitness Bistro (Outside),2007/05/31 04:00:00+00,CARY,Food Stand
25092302,04092016824,98,2021-08-06T04:00:00Z,"No PIC signature due to COVID-19 precautions.  If there are any questions, contact me at Samantha.Sparano@wakegov.com or 919-618-8964.",Inspection,Samatha Sparano,9621,WING STOP #816,2014/12/05 05:00:00+00,RALEIGH,Restaurant
25092800,04092017186,97,2021-08-06T04:00:00Z,No signature of recipient due to COVID-19 pandemic.,Inspection,Christy Klaus,511,STARBUCKS #25115,2016/03/29 04:00:00+00,GARNER,Restaurant
25101670,04092012298,94,2021-08-06T04:00:00Z,No PIC signature today due to COVID-19 precautions. Inspection report is emailed to PIC.,Inspection,Joanne Rutkofske,7033,Harvest Grille and Bistro (at Double Tree),1998/09/01 04:00:00+00,RALEIGH,Restaurant
25118623,04092030451,99.5,2021-08-06T04:00:00Z,NA,Inspection,David Adcock,13065,Tacos Y Pupusas Mi Paisano (WCID #745),2019/11/25 05:00:00+00,CARY,Mobile Food Units
25122334,04092016492,98.5,2021-08-06T04:00:00Z,NA,Inspection,Loc Nguyen,16840,ORIENT GARDEN RESTAURANT,2013/09/06 04:00:00+00,CARY,Restaurant
25125129,04092025339,97,2021-08-06T04:00:00Z,NA,Inspection,Elizabeth Jackson,15001,Lowes Foods #262 Produce/Cheese,2021/02/16 05:00:00+00,CARY,Food Stand
25126151,04092021939,100,2021-08-06T04:00:00Z,Keep up the great work!,Inspection,Ginger Johnson,16148,DONOVAN'S DISH,2016/02/08 05:00:00+00,APEX,Food Stand
25127251,04092030434,97,2021-08-06T04:00:00Z,NA,Inspection,David Adcock,15175,Tacos Estilo Hildago (WCID #716),2019/07/30 04:00:00+00,CARY,Mobile Food Units
25128974,04092025312,97.5,2021-08-06T04:00:00Z,NA,Inspection,David Adcock,15450,Just Wingin' It,2020/05/22 04:00:00+00,RALEIGH,Food Stand
25130443,04092017124,97,2021-08-06T04:00:00Z,NA,Inspection,Ginger Johnson,10911,J & S NEW YORK PIZZA,2015/12/28 05:00:00+00,APEX,Restaurant
25132026,04092016105,98,2021-08-06T04:00:00Z,"Report e-mailed to PIC
Inspector info: Dipatrimarki Farkas; dipatrimarki.farkas@wakegov.com; (919) 210-8155
Follow-Up: 08/16/2021",Inspection,Dipatrimarki Farkas,16341,THE GARDEN ON MILLBROOK,2012/02/15 05:00:00+00,RALEIGH,Restaurant
25139050,04092018195,100,2021-08-06T04:00:00Z,"Inspection led by Nikia Lawrence.
Inspector Info: Patricia Sabby/Patricia.sabby@gmail.com/919-796-8053*",Inspection,Patricia Sabby,17635,The Winchester Pub & Bottle Shop,2019/10/14 04:00:00+00,RALEIGH,Restaurant
25108085,04092013037,99.5,2021-08-07T04:00:00Z,PNC  123 bbq cart and cheesesteak carts inspected today.Facility is operating off of a very limited menu at this time to ensure that COVID/social distancing requirements are followed.,Inspection,Maria Powell,21822,PNC 123,1999/10/28 04:00:00+00,RALEIGH,Restaurant
25108212,04092013054,98.5,2021-08-07T04:00:00Z,Facility is operating off of a very limited menu at this time to ensure that COVID/social distancing requirements are followed.,Inspection,Maria Powell,10009,PNC 103-105,1999/10/28 04:00:00+00,RALEIGH,Restaurant
25108266,04092013060,99.5,2021-08-07T04:00:00Z,329 BBQ cart that is a part of this permit was not inspected today because it was not operating.  Facility is operating off of a very limited menu at this time to ensure that COVID/social distancing requirements are followed.,Inspection,Maria Powell,4365,PNC 329,1999/10/29 04:00:00+00,RALEIGH,Restaurant
25093721,04092017048,98,2021-08-09T04:00:00Z,Follow-Up: 08/16/2021,Inspection,Loc Nguyen,721,FOOD LION #2196 DELI,2015/10/07 04:00:00+00,MORRISVILLE,Restaurant
25096988,04092015761,97,2021-08-09T04:00:00Z,NA,Inspection,Zachary Carter,21031,SUBWAY #2692,2011/06/29 04:00:00+00,RALEIGH,Restaurant
25097690,04092016520,97,2021-08-09T04:00:00Z,"Inspection led by Nikia Lawrence.

Continue to review the proposed food code changes and let me know if you have any questions or concerns.

*Melodee Wallace Johnson - Melodee.Johnson@wakegov.com - 919.609.1783*",Inspection,Melodee Johnson,2383,MCDONALDS #12332,2013/10/04 04:00:00+00,WAKE FOREST,Restaurant
25099696,04092018677,94.5,2021-08-09T04:00:00Z,Lauren Harden 919-500-0943,Inspection,Lauren Harden,4563,Burger King #27555,2021/07/08 04:00:00+00,WAKE FOREST,Restaurant
25104174,04092010364,97.5,2021-08-09T04:00:00Z,"Report e-mailed to PIC
Inspector info: Dipatrimarki Farkas; dipatrimarki.farkas@wakegov.com; (919) 210-8155",Inspection,Dipatrimarki Farkas,8384,HOOTERS OF RALEIGH,1991/05/02 04:00:00+00,RALEIGH,Restaurant
25105774,04092440073,95,2021-08-09T04:00:00Z,Reattach loose ceiling fan vent cover in class bathroom #217A.,Inspection,Jason Dunn,3225,NA,NA,NA,NA
25114991,04092021229,95,2021-08-09T04:00:00Z,"Continue to review the proposed food changes and let me know if you have any questions.
*Melodee Wallace Johnson - Melodee.Johnson@wakegov.com - 919.609.1783*",Inspection,Melodee Johnson,15298,Dominos Pizza #4493,2003/10/06 04:00:00+00,WAKE FOREST,Food Stand
25116474,04092014155,95,2021-08-09T04:00:00Z,"No PIC signature due to COVID-19 precautions.  If there are any questions, contact me at Samantha.Sparano@wakegov.com or 919-618-8964.",Inspection,Samatha Sparano,20268,Subway #30454,2004/10/12 04:00:00+00,RALEIGH,Restaurant
25117314,04092021327,96.5,2021-08-09T04:00:00Z,"Report e-mailed to PIC
Inspector info: Dipatrimarki Farkas; dipatrimarki.farkas@wakegov.com; (919) 210-8155",Inspection,Dipatrimarki Farkas,13080,WalMart Supercenter # 2058 Deli,2005/05/10 04:00:00+00,RALEIGH,Food Stand
25118485,04092440524,94.5,2021-08-09T04:00:00Z,The playground structure was undergoing renovation and repair at the time of the school sanitation inspection. This play structure should not be in use by students until all repairs have been completed. The playground area was in need of mowing at the time of inspection. New school facility sanitation inspection completed.,Inspection,Jason Dunn,23080,NA,NA,NA,NA
25120308,04092015091,95.5,2021-08-09T04:00:00Z,No PIC signature today due to COVID-19 precautions. Inspection report is emailed to PIC.,Inspection,Joanne Rutkofske,20495,BRUEGGERS BAGELS #101,2008/04/03 04:00:00+00,RALEIGH,Restaurant
25131953,04092016100,97.5,2021-08-09T04:00:00Z,NA,Inspection,Naterra McQueen,22955,SLICE OF N. Y. PIZZA,2012/02/06 05:00:00+00,KNIGHTDALE,Restaurant
25137408,04092150002,91.5,2021-08-09T04:00:00Z,"no signature due to covid pandemic

Do a detailed cleaning on the shelves in the ware wash room.",Inspection,Laura McNeill,21529,NA,NA,NA,NA
25139769,04092015319,91,2021-08-09T04:00:00Z,"TCS*: Time-temperature control for safety foods or also called potentially hazardous foods...Verification visit to be made on 8/19/2021 to evaluate completion of Item #49 on this report.
Follow-Up: 08/19/2021",Inspection,Lucy Schrum,13428,Wang's Bistro,2009/01/06 05:00:00+00,ZEBULON,Restaurant
25092718,04092015474,98,2021-08-10T04:00:00Z,No signature of recipient due to COVID-19 pandemic.,Inspection,Christy Klaus,1072,BISCUITVILLE #184,2009/09/24 04:00:00+00,RALEIGH,Restaurant
25096078,04092018212,94.5,2021-08-10T04:00:00Z,Follow-Up: 08/20/2021,Inspection,Maria Powell,6272,Just Salad,2019/10/31 04:00:00+00,RALEIGH,Restaurant
25096240,04092440451,96.5,2021-08-10T04:00:00Z,Verify that all student hand wash sink soap and paper towel dispensers are stocked and that the dispensers contain fully charged batteries. No playground equipment was present on the outside play field at the time of this inspection. The facility is in the process of purchasing and installing new playground equipment. Repair nonfunctional ceiling lights in the library.,Inspection,Jason Dunn,5298,NA,NA,NA,NA
25098704,04092021843,97,2021-08-10T04:00:00Z,NA,Inspection,Naterra McQueen,2199,Walnut Creek VIP Grill,2015/04/13 04:00:00+00,RALEIGH,Food Stand
25098713,04092021844,98,2021-08-10T04:00:00Z,NA,Inspection,Naterra McQueen,4399,Walnut Creek West Main Concession,2015/04/29 04:00:00+00,RALEIGH,Food Stand
25098732,04092021845,96,2021-08-10T04:00:00Z,Follow-Up: 08/20/2021,Inspection,Naterra McQueen,2020,Walnut Creek East Main Concesion,2015/04/29 04:00:00+00,RALEIGH,Food Stand
25098966,04092016334,95,2021-08-10T04:00:00Z,"Report e-mailed to PIC: syeatts@usa-skating.com, bhodge@usa-skating.com
Inspector info: Dipatrimarki Farkas; dipatrimarki.farkas@wakegov.com; (919) 210-8155",Inspection,Dipatrimarki Farkas,3368,UNITED SKATES CAFE,2013/01/08 05:00:00+00,RALEIGH,Restaurant
25100746,04092021903,99.5,2021-08-10T04:00:00Z,NA,Inspection,Sarah Thompson,2537,FOOD LION #40 PRODUCE,2015/10/29 04:00:00+00,CARY,Food Stand
25102545,04092011561,95,2021-08-10T04:00:00Z,"*TCS foods = Time/Temperature Control for Safety foods.
*No recipient signature due to COVID-19 precautions.",Inspection,Cristofer LeClair,7005,Boston Market,1994/09/22 04:00:00+00,RALEIGH,Restaurant
25106298,04092011279,95.5,2021-08-10T04:00:00Z,NA,Inspection,Angela Myers,7598,Ole Time Barbecue,1993/05/11 04:00:00+00,RALEIGH,Restaurant
25115943,04092021282,95,2021-08-10T04:00:00Z,"Please continue to review the proposed food code changes and let me know if you have any questions. 

*Melodee Wallace Johnson - Melodee.Johnson@wakegov.com - 919.609.1783*
Follow-Up: 08/17/2021",Inspection,Melodee Johnson,11948,WalMart #5254 Deli,2004/07/15 04:00:00+00,WAKE FOREST,Food Stand
25120622,04092025359,99.5,2021-08-10T04:00:00Z,NA,Inspection,David Adcock,21983,Gaia's Kitchen & Catering @ TKA,2021/02/11 05:00:00+00,RALEIGH,Food Stand
25122983,04092300266,97.5,2021-08-10T04:00:00Z,NA,Inspection,Angela Myers,15542,JUBBA HALAL MARKET,2014/06/24 04:00:00+00,RALEIGH,Meat Market
25123284,04092018687,97,2021-08-10T04:00:00Z,NA,Inspection,Joshua Volkan,8900,McDonald's #15546,2021/08/03 04:00:00+00,RALEIGH,Restaurant
25129801,04092440274,98,2021-08-10T04:00:00Z,Replace loose upper deck floor board on outside playground structure.,Inspection,Jason Dunn,15940,NA,NA,NA,NA
25129903,04092017244,94.5,2021-08-10T04:00:00Z,Inspection led by Kendra Wiggins,Inspection,Lisa McCoy,10765,WHISKEY KITCHEN,2016/06/17 04:00:00+00,RALEIGH,Restaurant
25132817,04092021428,97.5,2021-08-10T04:00:00Z,NA,Inspection,Naterra McQueen,17381,Speedway #6961,2006/12/18 05:00:00+00,RALEIGH,Food Stand
25134826,04092018272,94.5,2021-08-10T04:00:00Z,"Foods discarded included:
Pepperoni (9 bags), salami (6 bags), ham (8 bags), turkey (8 bags), pepper jack (2 sleeves), Mozzarella (2 sticks), provoone (2 sleeves), white cheddar (12 sleeves), shredded cheddar (2 bags), lettuce (7 bags), shaved steak, buffalo chicken, meatballs, tomatoes, and spinach.
Follow-Up: 08/20/2021",Inspection,Dipatrimarki Farkas,19891,Subway #1115,2019/12/17 05:00:00+00,RALEIGH,Restaurant
25134934,04092018063,100,2021-08-10T04:00:00Z,No recipient signature required due to covid restrictions.,Inspection,John Wulffert,16527,Triangle Wine Company,2019/02/27 05:00:00+00,Holly Springs,Restaurant
25138112,04092015087,93,2021-08-10T04:00:00Z,NA,Inspection,Maria Powell,17586,BRUEGGERS BAGELS #644,2008/03/20 04:00:00+00,RALEIGH,Restaurant
25138954,04092016052,91,2021-08-10T04:00:00Z,Follow-Up: 08/20/2021 REHS will return.,Inspection,Ginger Johnson,23585,JD'S TAVERN,2011/11/23 05:00:00+00,APEX,Restaurant
25094645,04092015459,95,2021-08-11T04:00:00Z,NA,Inspection,Loc Nguyen,1327,C & T WOK CHINESE AND THAI CUISINE,2009/09/10 04:00:00+00,MORRISVILLE,Restaurant
25094713,04092017062,97,2021-08-11T04:00:00Z,"Inspection led by Kendra Wiggins
No signature due to COVID-19 precautions. Inspection report is emailed to PIC.",Inspection,Joanne Rutkofske,4946,A Slice of NY Pizza,2015/10/20 04:00:00+00,RALEIGH,Restaurant
25095032,04092030180,98,2021-08-11T04:00:00Z,NA,Inspection,Nicole Millard,5046,A TASTE OF NEW YORK #3 ( WCID #366),2007/10/19 04:00:00+00,RALEIGH,Mobile Food Units
25095399,04092016685,96.5,2021-08-11T04:00:00Z,"Chlorine test strips expired, replace with new test strips.
No PIC signature due to COVID-19 precautions.  If there are any questions, contact me at Samantha.Sparano@wakegov.com or 919-618-8964.",Inspection,Samatha Sparano,21078,DIM SUM HOUSE,2014/05/19 04:00:00+00,MORRISVILLE,Restaurant
25100525,04092021917,97.5,2021-08-11T04:00:00Z,NA,Inspection,David Adcock,6519,FOOD LION #1669 PRODUCE,2015/10/29 04:00:00+00,RALEIGH,Food Stand
25105330,04092440055,91,2021-08-11T04:00:00Z,Ants were present on sink counter top in classroom #200. Recommend pest control treatments for this class room. Classrooms #306 and #307 flood frequently during storms. A drainage ditch is needed outside of the building in this area to channel runoff away from the building and into an existing storm drain on the adjacent playground. The repeated flooding of these classrooms increases the potential of floor damage and interior mold growth. Repeat repair request from prior years school sanitation inspections. Custodial closets should be kept closed and locked when staff are not present.,Inspection,Jason Dunn,8685,NA,NA,NA,NA
25106934,04092011740,99,2021-08-11T04:00:00Z,Follow-Up: 08/21/2021,Inspection,Naterra McQueen,9819,Burger King #9246,1995/10/03 04:00:00+00,RALEIGH,Restaurant
25108824,04092440198,93,2021-08-11T04:00:00Z,Verify that hand soap and paper towel dispensers for all hand wash sinks in classrooms and bathrooms are stocked and have fully charged batteries. School buildings sanitation inspection completed.,Inspection,Jason Dunn,11054,NA,NA,NA,NA
25109073,04092020986,98,2021-08-11T04:00:00Z,No signature of recipient due to COVID-19 pandemic.,Inspection,Christy Klaus,16233,Food Lion #561 Deli,2000/07/01 04:00:00+00,GARNER,Food Stand
25109122,04092020980,98,2021-08-11T04:00:00Z,NA,Inspection,David Adcock,10805,Food Lion #1669 Deli,2000/03/15 04:00:00+00,RALEIGH,Food Stand
25113650,04092013752,90.5,2021-08-11T04:00:00Z,"TCS*: Time-temperature control for safety foods or also called potentially hazardous foods...Verification visit to be made on Monday, 8/16/2021 to evaluate completion of Item #20 on this report.",Re-Inspection,Lucy Schrum,10998,Chili's Bar and Grill,2003/01/03 05:00:00+00,RALEIGH,Restaurant
25114951,04092040128,98.5,2021-08-11T04:00:00Z,NA,Inspection,Nicole Millard,5453,A Taste of New York #6 (WCID #127),2003/09/30 04:00:00+00,RALEIGH,Pushcarts
25115309,04092040137,98,2021-08-11T04:00:00Z,NA,Inspection,Nicole Millard,6202,A Taste of New York #1 (WCID #163),2004/02/19 05:00:00+00,RALEIGH,Pushcarts
25115500,04092030110,98.5,2021-08-11T04:00:00Z,NA,Inspection,Nicole Millard,11901,A Taste of New York #4 (WCID #007),2004/04/01 04:00:00+00,RALEIGH,Mobile Food Units
25116705,04092040157,98,2021-08-11T04:00:00Z,NA,Inspection,Nicole Millard,22223,New York Style Hot Dogs # 2 (WCID #173),2004/12/15 05:00:00+00,RALEIGH,Pushcarts
25118108,04092014384,94.5,2021-08-11T04:00:00Z,"No PIC signature due to COVID-19 precautions.  If there are any questions, contact me at Samantha.Sparano@wakegov.com or 919-618-8964.",Inspection,Samatha Sparano,13233,Azitra Indian Restaurant,2005/09/12 04:00:00+00,RALEIGH,Restaurant
25120402,04092021486,98,2021-08-11T04:00:00Z,Follow-Up: 08/21/2021,Inspection,Naterra McQueen,20497,Food Lion #2638 Deli/Bakery,2007/11/05 05:00:00+00,RALEIGH,Food Stand
25120447,04092040178,98.5,2021-08-11T04:00:00Z,NA,Inspection,Nicole Millard,7577,A Taste of New York #5 (WCID #125),2006/06/16 04:00:00+00,RALEIGH,Pushcarts
25123766,04092017469,98,2021-08-11T04:00:00Z,Follow-Up: 08/18/2021,Inspection,Loc Nguyen,22743,TARGET CAFE #2721,2016/12/02 05:00:00+00,MORRISVILLE,Restaurant
25123987,04092018688,96,2021-08-11T04:00:00Z,NA,Inspection,Joshua Volkan,14617,McDonald's #32336,2021/08/03 04:00:00+00,MORRISVILLE,Restaurant
25125626,04092040170,97.5,2021-08-11T04:00:00Z,NA,Inspection,Nicole Millard,16683,A TASTE OF NEW YORK #2 (WCID #019),2005/07/25 04:00:00+00,RALEIGH,Pushcarts
25126252,04092018021,99.5,2021-08-11T04:00:00Z,No recipient signature required due to covid restrictions.,Inspection,John Wulffert,16963,Eggs Up Grill #31,2019/01/03 05:00:00+00,Holly Springs,Restaurant
25131137,04092018231,94,2021-08-11T04:00:00Z,NA,Inspection,Maria Powell,18797,Cha House,2019/11/15 05:00:00+00,RALEIGH,Restaurant
25132797,04092015082,90.5,2021-08-11T04:00:00Z,"Inspection led by Kendra Wiggins
VR-VERIFICATION REQUIRED. REHS will return within 10 days to verify Parasite Destruction Letter obtained, or may text copy of letter to REHS Joanne Rutkofske at 919-623-0459.
Follow-Up: 08/21/2021",Inspection,Joanne Rutkofske,19695,BRUEGGERS BAGELS #3698,2008/03/03 05:00:00+00,RALEIGH,Restaurant
25137483,04092040193,98,2021-08-11T04:00:00Z,NA,Inspection,Nicole Millard,19682,A Taste of New York #7 (WCID #213),2007/07/24 04:00:00+00,RALEIGH,Pushcarts
25138356,04092017648,97,2021-08-11T04:00:00Z,Follow-Up: 08/21/2021,Inspection,Maria Powell,20364,Panera Bread #601879,2017/07/19 04:00:00+00,RALEIGH,Restaurant
25138506,04092025158,98,2021-08-11T04:00:00Z,NA,Inspection,Nicole Millard,17648,A Taste of NY Commissary,2017/12/21 05:00:00+00,RALEIGH,Food Stand
25094749,04092017063,99.5,2021-08-12T04:00:00Z,NA,Inspection,Loc Nguyen,1443,OISO SUSHI & KOREAN,2015/10/21 04:00:00+00,CARY,Restaurant
25094934,04092018673,92.5,2021-08-12T04:00:00Z,"No PIC signature today due to COVID-19 precautions. Inspection report is emailed to PIC.
Restrooms use air hand dryers only. Recommend adding foot door openers to give staff and customers a touchless option for exiting the restrooms, to reduce risk of cross-contamination of hands.
VR-VERIFICATION REQUIRED. REHS will return within 10 days to verify hot water at rear handwashing sink reaches at least 100F as required.
VR-VERIFICATION REQUIRED. REHS will return tomorrow, 8/13/2021, to verify walk-in cooler maintaining foods at required 41F and less.
Follow-Up: 08/22/2021",Inspection,Joanne Rutkofske,7615,Burger King #4521,2021/07/01 04:00:00+00,RALEIGH,Restaurant
25098689,04092021948,98,2021-08-12T04:00:00Z,"**Establishment was currently out of hotdogs and queso - these items will be inspected during next inspection. 

Please review the proposed food code changes and let me know if you have any questions or concerns.

*Melodee Wallace Johnson - Melodee.Johnson@wakegov.com - 919.609.1783*",Inspection,Melodee Johnson,4319,Circle K #23118,2016/03/02 05:00:00+00,WAKE FOREST,Food Stand
25099474,04092018390,92,2021-08-12T04:00:00Z,"No operator signature required due to COVID-19. Contact Shannon Flynn 919-210-6798 Shannon.flynn@wakegov.com if you have any questions.
Follow-Up: 08/22/2021",Inspection,Shannon Flynn,3466,CHUTNEYS,2020/06/25 04:00:00+00,MORRISVILLE,Restaurant
25099652,04092030493,98.5,2021-08-12T04:00:00Z,NA,Inspection,Nicole Millard,2191,Carnes 504 (WCID #782),2020/09/10 04:00:00+00,RALEIGH,Mobile Food Units
25099689,04092025300,98.5,2021-08-12T04:00:00Z,Follow-Up: 08/22/2021,Inspection,Maria Powell,5636,Pizza Hut Delivery,2019/12/04 05:00:00+00,RALEIGH,Food Stand
25101687,04092020848,94,2021-08-12T04:00:00Z,NA,Inspection,Loc Nguyen,5868,Domino's,1998/09/17 04:00:00+00,MORRISVILLE,Food Stand
25106450,04092440089,95,2021-08-12T04:00:00Z,Reattach loose light shield in third grade classroom in the red building. School facility sanitation inspection completed.,Inspection,Jason Dunn,4025,NA,NA,NA,NA
25108590,04092020944,98,2021-08-12T04:00:00Z,NA,Inspection,Sarah Thompson,9503,Whole Foods Market Produce Shop,2000/05/09 04:00:00+00,CARY,Food Stand
25109170,04092020977,98.5,2021-08-12T04:00:00Z,Hot foods are not available until 11:00 AM. Observed Rotisserie chickens being baked during the time of inspection.,Inspection,Zachary Carter,10806,Food Lion #757 Deli,2000/07/01 04:00:00+00,RALEIGH,Food Stand
25117029,04092016339,97,2021-08-12T04:00:00Z,"no signature due to covid pandemic

Find the correct sink plug for your 3 comp sink by the next inspection. 

Follow-Up: 08/22/2021",Re-Inspection,Laura McNeill,14476,CHANELLO'S PIZZA OF GARNER,2013/01/07 05:00:00+00,GARNER,Restaurant
25121219,04092021981,95,2021-08-12T04:00:00Z,NA,Inspection,Maria Powell,7231,SMOOTHIE KING #1358,2016/09/27 04:00:00+00,RALEIGH,Food Stand
25121869,04092016577,95,2021-08-12T04:00:00Z,I'll follow up on Thursday August 19. Be sure to fix the sink sanitizer dispenser so it is dispensing the Quat Sanitizer at the proper strength. I'll also follow on on food temperatures in the prep unit refrigerator where the mushrooms were located today.,Inspection,David Adcock,7349,DENNY'S #8890,2013/11/21 05:00:00+00,RALEIGH,Restaurant
25122532,04092021797,99,2021-08-12T04:00:00Z,No operator signature required due to COVID-19. Contact Shannon Flynn 919-210-6798 Shannon.flynn@wakegov.com if you have any questions.,Inspection,Shannon Flynn,20534,Circle K #1403,2014/06/17 04:00:00+00,MORRISVILLE,Food Stand
25131115,04092440268,98,2021-08-12T04:00:00Z,School facility sanitation inspection completed.,Inspection,Jason Dunn,11231,NA,NA,NA,NA
